Minimum_Temperature,Maximum_Temperature,Temperature,Dew_Point,Relative_Humidity,Wind_Speed,Wind_Direction,Precipitation,Visibility,Cloud_Cover,Sea_Level_Pressure,Weather_Type
82.4,82.4,82.4,82.4,100,0,0,0,2.5,69.7,993,Smoke Or Haze
83.7,83.7,83.7,80.6,90.21,1.1,325,0,2.3,83.8,994.4,Smoke Or Haze
82.4,82.4,82.4,82.4,100,0,0,0,2.5,69.7,993,Smoke Or Haze
82.5,82.5,82.5,80.7,94.32,0,,0,1.9,90,993,Smoke Or Haze
83.2,83.2,83.2,80.4,91.32,3.3,70,0,2.3,90.7,993.6,"Thunderstorm Without Precipitation, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,4.7,20,0,1.9,69.7,993,Thunderstorm Without Precipitation
80.6,80.6,80.6,80.6,100,11.4,100,0,1.9,74.6,994,Thunderstorm
81.2,81.2,81.2,79.1,93.55,4,49,0.03,1.5,90.8,993.9,Thunderstorm
78.8,78.8,78.8,77,94.23,4.7,60,0,1.9,69.7,994,Light Rain
80.6,80.6,80.6,77,88.84,5.8,90,0,2.5,69.7,994,Smoke Or Haze
82.8,82.8,82.8,79.7,90.15,5.4,57,0.03,1.6,90.7,993.9,"Thunderstorm, Sky Coverage Decreasing, Smoke Or Haze"
87.8,87.8,87.8,80.6,79.33,11.4,100,0,2.5,69.7,993,Smoke Or Haze
91.4,91.4,91.4,82.4,75.11,15,90,0,2.5,50,992,Smoke Or Haze
86.6,86.6,86.6,81.9,85.81,6.6,107,0,2.5,84,991.1,"Light Rain, Smoke Or Haze"
89.6,89.6,89.6,82.4,79.47,12.8,120,0,2.5,69.7,990,Light Rain
82.4,82.4,82.4,80.6,94.32,8.1,110,0,1.9,69.7,990,Thunderstorm
84.2,84.2,84.2,80.3,88.05,3.3,83,0,2.3,76.2,990.4,"Rain Showers, Sky Coverage Decreasing, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,6.9,70,0,1.9,69.7,991,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,5.8,70,0,1.9,50,992,Smoke Or Haze
85.4,85.4,85.4,78.9,81.07,6,78,0,2.3,83.8,992.7,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,8.1,90,0,2.5,50,993,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,11.4,80,0,2.5,50,993,Smoke Or Haze
83.8,83.8,83.8,78.6,84.38,7.9,70,0,2.5,77.6,992.2,"Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,78.8,88.92,11.4,70,0,2.5,50,992,Smoke Or Haze
80.6,80.6,80.6,77,88.84,11.4,80,0,1.9,69.7,991,Light Rain
80.2,80.2,80.2,77.7,91.97,9.2,78,0.33,2.3,84.6,990.2,"Sky Coverage Increasing, Smoke Or Haze"
78.8,78.8,78.8,77,94.23,11.4,60,0,1.9,50,989,Smoke Or Haze
78.8,78.8,78.8,77,94.23,11.4,60,0,1.9,89,990,Smoke Or Haze
79.9,79.9,79.9,78.4,95.43,8.3,73,0.13,1.2,92.2,990.2,"Rain, Light Rain"
78.8,78.8,78.8,77,94.23,11.4,90,0,1.9,74.6,991,Light Rain
80.6,80.6,80.6,77,88.84,13.9,70,0,1.9,69.7,991,Smoke Or Haze
83.5,83.5,83.5,79.5,88.05,9.6,90,0,2.2,77.3,991.7,"Drizzle, Light Drizzle, Smoke Or Haze"
84.2,84.2,84.2,82.4,94.36,16.1,80,0,1.9,69.7,991,Smoke Or Haze
86,86,86,82.4,89.07,16.1,90,0,1.9,69.7,991,Smoke Or Haze
83,83,83,81.3,94.52,10.7,110,0.13,2.3,90.8,990.9,"Light Rain, Sky Coverage Increasing"
80.6,80.6,80.6,78.8,94.27,15,110,0,1.9,69.7,991,Light Rain
80.6,80.6,80.6,78.8,94.27,13.9,100,0,1.9,69.7,990,Light Rain
82.9,82.9,82.9,79.8,90.48,7.9,105,0.02,2.3,90.8,989.8,"Light Rain, Sky Coverage Decreasing"
82.4,82.4,82.4,80.6,94.32,16.1,110,0,2.5,69.7,989,Light Rain
82.4,82.4,82.4,80.6,94.32,16.1,110,0,2.5,69.7,989,Light Rain
81.9,81.9,81.9,79.6,92.81,7.3,136,0.42,2.3,90.8,989.8,"Light Drizzle, Rain, Light Rain, Sky Coverage Decreasing"
80.6,80.6,80.6,78.8,94.27,13.9,130,0,1.2,93.9,990,Rain
78.8,78.8,78.8,78.8,100,10.3,130,0,1.2,93.9,992,Light Rain
80.2,80.2,80.2,78.7,95.04,8.7,137,0.13,2.1,91.2,992.2,"Rain, Light Rain"
78.8,78.8,78.8,77,94.23,11.4,150,0,1.2,74.6,993,Light Rain
78.8,78.8,78.8,77,94.23,11.4,130,0,1.2,74.6,993,Light Rain
79.9,79.9,79.9,78.3,95,6.8,165,0,2.1,85.3,992.7,"Rain, Light Rain"
78.8,78.8,78.8,77,94.23,10.3,130,0,1.9,74.6,992,Light Rain
78.8,78.8,78.8,77,94.23,9.2,140,0,1.9,74.6,992,Light Rain
79.7,79.7,79.7,78.5,96.08,6,168,0.36,2.2,85.3,992.4,Light Rain
78.8,78.8,78.8,77,94.23,11.4,160,0,1.9,74.6,992,Light Rain
78.8,78.8,78.8,77,94.23,9.2,150,0,1.9,74.6,992,Light Rain
79.6,79.6,79.6,78.3,95.8,7.9,171,0.13,2.3,85.3,993.1,"Light Rain, Sky Coverage Increasing"
78.8,78.8,78.8,77,94.23,9.2,140,0,1.9,74.6,994,Light Rain
78.8,78.8,78.8,77,94.23,9.2,160,0,1.9,93.9,994,Light Rain
79.9,79.9,79.9,78.7,96.04,3.3,153,0.43,2.2,98.2,995.6,"Rain, Light Rain"
78.8,78.8,78.8,77,94.23,4.7,120,0,1.9,93.9,996,Rain
78.8,78.8,78.8,77,94.23,8.1,170,0,1.9,93.9,996,Light Rain
79.9,79.9,79.9,79,97.1,7.4,221,0.84,1.5,98.2,996.3,"Rain, Heavy Rain, Light Rain"
80.6,80.6,80.6,78.8,94.27,5.8,170,0,1.9,74.6,995,Light Rain
80.6,80.6,80.6,78.8,94.27,12.8,180,0,1.9,74.6,995,Thunderstorm
82.5,82.5,82.5,80.7,94.4,4.3,171,0.1,2.2,85.3,995.3,"Thunderstorm, Rain, Sky Coverage Decreasing"
82.4,82.4,82.4,80.6,94.32,11.4,170,0,1.9,69.7,995,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,10.3,180,0,1.9,74.6,995,Light Rain
83.9,83.9,83.9,79.8,87.76,4.2,186,0,2.3,83.8,996,"Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing"
80.6,80.6,80.6,78.8,94.27,6.9,140,0,1.9,69.7,996,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,5.8,140,0,1.9,69.7,997,Smoke Or Haze
82.4,82.4,82.4,78.8,88.87,3.1,171,0,2.2,28.6,998.4,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,6.9,150,0,1.9,50,999,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,6.9,150,0,1.9,37.3,999,Smoke Or Haze
81.7,81.7,81.7,79.2,92.41,1.4,160,0,2.3,56.9,999.6,"Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,77,88.84,3.4,150,0,1.9,37.3,999,Smoke Or Haze
80.6,80.6,80.6,77,88.84,3.4,150,0,1.9,37.3,999,Smoke Or Haze
78.8,78.8,78.8,77,94.23,4.7,130,0,1.9,37.3,999,Smoke Or Haze
80.5,80.5,80.5,78.3,93.12,2.6,175,0,2.3,53,999.5,Smoke Or Haze
78.8,78.8,78.8,77,94.23,3.4,140,0,1.2,37.3,999,Smoke Or Haze
78.8,78.8,78.8,77,94.23,0,0,0,1.2,37.3,999,Smoke Or Haze
80.1,80.1,80.1,77.8,92.75,1.4,100,0,2.1,76.9,999.7,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,4.7,110,0,1.9,57,1000,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,3.4,140,0,1.9,69.7,1001,Smoke Or Haze
85.4,85.4,85.4,80.2,84.64,2.7,184,0,2.2,83.2,1001.7,Smoke Or Haze
87.8,87.8,87.8,82.4,84.11,8.1,170,0,2.5,69.7,1002,Smoke Or Haze
89.6,89.6,89.6,82.4,79.47,6.9,190,0,2.5,69.7,1001,Smoke Or Haze
90,90,90,79.5,71.47,4.9,180,0,2.5,83.4,1001.3,"Sky Coverage Decreasing, Smoke Or Haze"
91.4,91.4,91.4,82.4,75.11,8.1,130,0,2.5,50,1000,Smoke Or Haze
91.4,91.4,91.4,82.4,75.11,9.2,150,0,2.5,50,1000,Smoke Or Haze
89.4,89.4,89.4,79.6,72.92,5.6,188,0,2.5,83.9,999.3,"Dust storm, Smoke Or Haze"
89.6,89.6,89.6,80.6,74.95,10.3,160,0,2.5,69.7,998,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,6.9,150,0,2.5,69.7,998,Smoke Or Haze
88,88,88,80.9,79.68,2.8,172,0,2.5,63.1,998.5,Smoke Or Haze
86,86,86,78.8,79.2,5.8,120,0,2.5,50,998,Smoke Or Haze
86,86,86,80.6,84.01,4.7,110,0,2.5,50,1000,Smoke Or Haze
85,85,85,80.8,87.24,3.7,212,0,2.5,32.2,1000.5,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,6.9,150,0,2.5,37.3,1001,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,6.9,170,0,2.5,37.3,1002,Smoke Or Haze
83.2,83.2,83.2,80.2,90.59,3.3,188,0,2.3,32.3,1001.4,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,4.7,160,0,1.9,37.3,1001,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,4.7,150,0,1.9,37.3,1000,Smoke Or Haze
82,82,82,79.5,92.02,1.6,229,0,2.3,66.9,1000.3,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,3.4,120,0,1.9,37.3,1000,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,0,0,0,1.9,69.7,1000,Smoke Or Haze
81.9,81.9,81.9,79.9,93.54,0.8,254,0,2.3,83.6,1000.2,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,3.4,220,0,1.9,50,1000,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,4.7,280,0,1.9,50,1000,Smoke Or Haze
86.9,86.9,86.9,81,82.63,1,246,0,2.3,70.2,1001.1,Smoke Or Haze
89.6,89.6,89.6,82.4,79.47,0,0,0,1.9,69.7,1000,Smoke Or Haze
91.4,91.4,91.4,82.4,75.11,4.7,320,0,1.9,50,1000,Smoke Or Haze
92.7,92.7,92.7,80.4,67.53,4,349,0,2.3,56.9,1000.1,Smoke Or Haze
93.2,93.2,93.2,82.4,71.01,3.4,310,0,1.9,50,999,Smoke Or Haze
95,95,95,82.4,67.17,4.7,350,0,2.5,50,998,Smoke Or Haze
92.7,92.7,92.7,81.6,70.3,3.1,102,0,2.3,84.7,997.4,"Thunderstorm, Smoke Or Haze"
89.6,89.6,89.6,84.2,84.22,6.9,150,0,2.5,69.7,997,Smoke Or Haze
89.6,89.6,89.6,82.4,79.47,4.7,150,0,2.5,69.7,997,Smoke Or Haze
85,85,85,81.6,89.49,3.2,244,0.32,2.3,83.4,997.9,"Thunderstorm, Sky Coverage Decreasing, Smoke Or Haze"
86,86,86,82.4,89.07,6.9,240,0,1.9,50,998,Smoke Or Haze
86,86,86,82.4,89.07,3.4,260,0,1.9,50,998,Smoke Or Haze
83,83,83,80.8,93.02,0,0,0,2.3,46.1,1000.1,"Sky Coverage Decreasing, Smoke Or Haze"
84.2,84.2,84.2,80.6,88.99,0,0,0,1.9,37.3,1000,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,0,0,0,1.9,37.3,1000,Smoke Or Haze
82.8,82.8,82.8,80.4,92.64,1,180,0,2.3,46.1,1000.3,"Sky Coverage Decreasing, Smoke Or Haze"
84.2,84.2,84.2,80.6,88.99,4.7,90,0,1.9,37.3,999,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,0,0,0,1.9,37.3,999,Mist
82,82,82,79.9,93.37,0,0,0,1.4,53,999.3,"Mist, Smoke Or Haze"
82.4,82.4,82.4,78.8,88.92,0,0,0,1.9,37.3,998,Mist
80.6,80.6,80.6,78.8,94.27,0,0,0,1.9,37.3,998,Mist
81.7,81.7,81.7,80.2,95.45,0,0,0,1.4,73.7,999.2,"Mist, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,3.4,90,0,1.2,50,999,Mist
87.8,87.8,87.8,82.4,84.11,0,0,0,1.2,69.7,1000,Mist
87.4,87.4,87.4,83.1,87.29,3.9,6,0,2.2,82.8,1000.1,Mist
91.4,91.4,91.4,82.4,75.11,6.9,320,0,1.2,69.7,999,Smoke Or Haze
91.4,91.4,91.4,84.2,79.6,5.8,340,0,1.9,50,999,Smoke Or Haze
93.3,93.3,93.3,81.9,69.78,3.6,52,0,2.3,57.2,998.3,Smoke Or Haze
95,95,95,84.2,71.19,6.9,60,0,2.5,50,997,Smoke Or Haze
96.8,96.8,96.8,82.4,63.57,6.9,70,0,3.1,50,997,Smoke Or Haze
94.7,94.7,94.7,82.3,67.5,4.4,316,0,2.7,77.6,995.6,Smoke Or Haze
95,95,95,80.6,63.35,9.2,120,0,3.1,50,995,Smoke Or Haze
93.2,93.2,93.2,82.4,71.01,8.1,320,0,2.5,50,995,Smoke Or Haze
85.6,85.6,85.6,79.9,83.17,3.2,358,0.01,2.5,83.4,995.9,"Thunderstorm, Smoke Or Haze"
86,86,86,80.6,84.01,4.7,290,0,2.5,69.7,995,Smoke Or Haze
86,86,86,80.6,84.01,3.4,300,0,1.9,69.7,997,Smoke Or Haze
84.3,84.3,84.3,80,87.2,1.8,250,0,2.3,56.9,998.7,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,4.7,280,0,1.9,69.7,999,Smoke Or Haze
84.2,84.2,84.2,78.8,83.9,6.9,260,0,1.9,69.7,999,Thunderstorm Without Precipitation
84.3,84.3,84.3,80.9,89.58,4.1,287,0,2.3,90.7,998.7,"Rain, Light Rain, Smoke Or Haze"
84.2,84.2,84.2,78.8,83.9,3.4,290,0,1.9,69.7,997,Smoke Or Haze
84.2,84.2,84.2,78.8,83.9,3.4,310,0,1.9,69.7,997,Smoke Or Haze
83.2,83.2,83.2,80.2,90.78,3.7,317,0,2.3,90.7,996.7,"Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,78.8,88.92,4.7,310,0,1.9,69.7,996,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,3.4,320,0,1.9,69.7,996,Smoke Or Haze
82.6,82.6,82.6,79.9,91.52,3.8,2,0,2.3,90.7,996.7,"Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,4.7,300,0,1.9,69.7,997,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,4.7,340,0,1.9,69.7,997,Smoke Or Haze
84.3,84.3,84.3,81.4,91.27,1.4,341,0,2.3,92.4,997.9,Light Rain
84.2,84.2,84.2,80.6,88.99,5.8,20,0,1.9,74.6,998,Light Rain
84.2,84.2,84.2,80.6,88.99,5.8,330,0,1.9,69.7,998,Light Rain
84.4,84.4,84.4,82.2,93.14,2.5,13,0.02,2.3,90.7,997.7,"Rain, Light Rain, Sky Coverage Decreasing, Smoke Or Haze"
86,86,86,82.4,89.07,6.9,50,0,2.5,69.7,997,Smoke Or Haze
87.8,87.8,87.8,82.4,84.11,8.1,90,0,2.5,69.7,996,Smoke Or Haze
88.4,88.4,88.4,81.7,80.89,3.8,116,0,2.3,84,995.8,"Sky Coverage Increasing, Smoke Or Haze"
87.8,87.8,87.8,82.4,84.11,6.9,110,0,2.5,69.7,995,Smoke Or Haze
80.6,80.6,80.6,77,88.84,5.8,110,0,2.5,69.7,995,Smoke Or Haze
82,82,82,79.7,92.97,1.4,112,0.3,2.5,90.4,995.7,"Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,77,88.84,4.7,120,0,2.5,69.7,996,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,3.4,100,0,2.5,69.7,997,Smoke Or Haze
81.9,81.9,81.9,80.1,94.14,0,360,0,2.2,58.4,998.5,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,4.7,30,0,1.9,69.7,998,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,5.8,10,0,1.9,69.7,998,Light Rain
81.4,81.4,81.4,79.7,94.69,1.4,71,0,2.3,83.8,997.7,"Thunderstorm, Sky Unchanged, Smoke Or Haze"
78.8,78.8,78.8,77,94.23,4.7,60,0,1.9,69.7,997,Smoke Or Haze
78.8,78.8,78.8,77,94.23,4.7,80,0,1.9,69.7,996,Smoke Or Haze
79.6,79.6,79.6,77.3,92.55,2.9,99,0.9,1.4,90.7,996.5,"Rain, Light Rain"
78.8,78.8,78.8,75.2,88.76,6.9,140,0,1.9,69.7,996,Light Rain
78.8,78.8,78.8,77,94.23,3.4,110,0,1.9,69.7,996,Smoke Or Haze
79.2,79.2,79.2,78.1,96.21,4.1,90,0,2.1,90.7,997,"Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,6.9,100,0,1.9,69.7,997,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,9.2,80,0,1.9,74.6,998,Light Rain
82.6,82.6,82.6,79,88.99,4.6,108,0.03,2.5,77.6,998.9,"Light Rain, Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,8.1,130,0,1.9,69.7,999,Rain
84.2,84.2,84.2,80.6,88.99,11.4,130,0,2.5,69.7,998,Light Rain
82.5,82.5,82.5,80.7,94.36,5.7,160,0.02,2.1,91.1,999.2,"Thunderstorm, Light Rain, Sky Coverage Increasing"
80.6,80.6,80.6,78.8,94.27,4.7,110,0,1.9,93.9,998,Light Rain
80.6,80.6,80.6,78.8,94.27,5.8,130,0,1.9,93.9,998,Light Rain
84.5,84.5,84.5,80.3,87.3,2.5,175,0,2.3,98.1,998.1,"Light Rain, Sky Coverage Increasing"
84.2,84.2,84.2,78.8,83.9,10.3,150,0,1.9,93.9,997,Light Rain
82.4,82.4,82.4,78.8,88.92,11.4,150,0,1.9,69.7,998,Light Rain
82.9,82.9,82.9,78.9,87.78,5.3,170,0,2.3,90.4,998.7,"Light Rain, Sky Coverage Decreasing"
80.6,80.6,80.6,78.8,94.27,10.3,140,0,1.9,69.7,999,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,9.2,140,0,1.9,69.7,1000,Smoke Or Haze
80.7,80.7,80.7,78.4,92.74,5.7,188,0,2.5,90.7,1001.4,"Rain, Smoke Or Haze"
78.8,78.8,78.8,78.8,100,6.9,140,0,2.5,69.7,1002,Smoke Or Haze
78.8,78.8,78.8,78.8,100,6.9,170,0,2.5,69.7,1002,Light Rain
80.9,80.9,80.9,78.9,93.9,3.7,174,0,2.5,90.7,1001.9,"Rain, Sky Coverage Decreasing, Smoke Or Haze"
78.8,78.8,78.8,77,94.23,5.8,130,0,2.5,69.7,1001,Smoke Or Haze
80.6,80.6,80.6,77,88.84,5.8,130,0,2.5,69.7,1001,Smoke Or Haze
81,81,81,79.1,93.73,3.3,134,0,2.5,90.7,1000.6,"Light Rain, Smoke Or Haze"
80.6,80.6,80.6,77,88.84,6.9,130,0,1.9,69.7,1000,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,6.9,160,0,1.9,69.7,1000,Light Rain
80.1,80.1,80.1,79.6,98.38,2.6,168,0.66,2.3,92.2,1001,Light Rain
80.6,80.6,80.6,78.8,94.27,3.4,110,0,1.9,74.6,1002,Light Rain
80.6,80.6,80.6,78.8,94.27,4.7,110,0,1.9,74.6,1002,Light Rain
81.9,81.9,81.9,80.9,96.53,5.2,187,0.7,1.5,92,1003.5,"Rain, Light Rain"
84.2,84.2,84.2,80.6,88.99,9.2,170,0,1.9,74.6,1004,Light Rain
86,86,86,80.6,84.01,11.4,170,0,1.9,74.6,1004,Smoke Or Haze
84.2,84.2,84.2,81.1,90.54,4.9,180,0.04,2.1,92.1,1003.6,"Thunderstorm, Rain"
82.4,82.4,82.4,77,83.79,3.4,110,0,1.9,74.6,1003,Thunderstorm
86,86,86,78.8,79.2,13.9,180,0,1.9,74.6,1002,Thunderstorm
88.8,88.8,88.8,81,77.79,6,212,0,2.2,84,1002.1,"Drizzle, Smoke Or Haze"
87.8,87.8,87.8,82.4,84.11,11.4,170,0,1.9,69.7,1002,Smoke Or Haze
86,86,86,84.2,94.4,12.8,170,0,1.9,69.7,1001,Smoke Or Haze
86.2,86.2,86.2,80.9,84.36,6.1,194,0,2.3,83.6,1001.6,"Drizzle, Smoke Or Haze"
84.2,84.2,84.2,82.4,94.36,11.4,170,0,1.9,69.7,1002,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,9.2,170,0,2.5,37.3,1003,Smoke Or Haze
84.5,84.5,84.5,80.4,87.72,4,188,0,2.5,56.9,1004.4,"Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,9.2,170,0,1.9,50,1005,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,9.2,170,0,1.9,69.7,1005,Smoke Or Haze
83.5,83.5,83.5,80.8,91.7,5.1,188,0,2.3,77.7,1005.5,"Light Rain, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,11.4,170,0,1.9,69.7,1005,Light Rain
80.6,80.6,80.6,78.8,94.27,9.2,170,0,1.9,69.7,1004,Light Rain
81.4,81.4,81.4,79.3,93.52,4.4,177,0,2.3,90.7,1004.5,Thunderstorm
77,77,77,77,100,13.9,180,0,1.9,74.6,1003,Thunderstorm
77,77,77,75.2,94.19,9.2,240,0,1.9,69.7,1004,Thunderstorm
78.7,78.7,78.7,77.5,96.19,0.8,147,0.6,2.3,92.2,1005.1,Thunderstorm
77,77,77,75.2,94.19,8.1,170,0,1.9,74.6,1005,Thunderstorm
77,77,77,75.2,94.19,8.1,160,0,1.9,74.6,1005,Thunderstorm
79.3,79.3,79.3,78.1,96.25,4.2,214,0.14,2.3,92.2,1006.2,"Thunderstorm, Light Rain"
78.8,78.8,78.8,77,94.23,9.2,170,0,1.9,74.6,1006,Light Rain
78.8,78.8,78.8,77,94.23,8.1,170,0,1.9,74.6,1006,Light Rain
82,82,82,80.5,95.12,3.7,183,0.02,2.3,92.4,1006,"Light Drizzle, Rain, Light Rain, Sky Coverage Increasing"
84.2,84.2,84.2,82.4,94.36,8.1,200,0,1.9,69.7,1004,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,8.1,180,0,1.9,69.7,1004,Smoke Or Haze
85,85,85,82.4,92.07,3.3,209,0,2.3,90.9,1003.9,"Sky Coverage Decreasing, Smoke Or Haze"
84.2,84.2,84.2,82.4,94.36,5.8,160,0,1.9,74.6,1003,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,6.9,150,0,1.9,74.6,1002,Smoke Or Haze
84.3,84.3,84.3,81.6,91.66,3.2,174,0,2.3,90.8,1002.7,"Sky Coverage Decreasing, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,5.8,160,0,1.9,69.7,1003,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,9.2,180,0,1.9,69.7,1003,Smoke Or Haze
82.8,82.8,82.8,80.5,92.64,4.5,191,0,2.3,49.1,1004.4,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,8.1,180,0,1.9,69.7,1004,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,6.9,180,0,1.9,69.7,1004,Smoke Or Haze
81.9,81.9,81.9,80.5,95.47,3.3,180,0,2.3,63.1,1004.7,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,3.4,160,0,1.9,69.7,1003,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,6.9,170,0,1.9,69.7,1003,Smoke Or Haze
82,82,82,80.5,95.08,3.7,194,0,2.3,83.8,1003.4,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,5.8,180,0,1.9,69.7,1003,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,4.7,180,0,1.9,69.7,1003,Smoke Or Haze
82,82,82,80.5,95.08,3,200,0,2.3,83.8,1003.4,"Mist, Sky Coverage Increasing"
82.4,82.4,82.4,80.6,94.32,3.4,160,0,1.9,69.7,1004,Mist
84.2,84.2,84.2,82.4,94.36,6.9,210,0,1.9,69.7,1004,Smoke Or Haze
86.8,86.8,86.8,82.2,86.38,5.3,224,0,2.3,83.6,1004.6,Smoke Or Haze
87.8,87.8,87.8,84.2,89.14,8.1,230,0,1.9,69.7,1005,Smoke Or Haze
89.6,89.6,89.6,84.2,84.22,6.9,190,0,1.9,69.7,1004,Smoke Or Haze
91,91,91,82.5,76.38,5.3,209,0,2.5,79.4,1003.8,"Sky Coverage Decreasing, Smoke Or Haze"
87.8,87.8,87.8,84.2,89.14,4.7,100,0,1.9,69.7,1002,Smoke Or Haze
89.6,89.6,89.6,84.2,84.22,3.4,110,0,1.9,69.7,1002,Light Rain
90.7,90.7,90.7,83.7,80.06,4.6,152,0,2.3,89.3,1001.2,"Light Drizzle, Smoke Or Haze"
87.8,87.8,87.8,84.2,89.14,6.9,160,0,1.2,93.9,1000,Thunderstorm
77,77,77,77,100,9.2,170,0,0.6,93.9,1002,Thunderstorm
77.7,77.7,77.7,76.8,96.96,3.2,171,3.16,2.1,98.1,1002,Thunderstorm
75.2,75.2,75.2,75.2,100,4.7,180,0,1.9,93.9,1002,Thunderstorm
77,77,77,75.2,94.19,6.9,160,0,1.9,93.9,1002,Thunderstorm
79.9,79.9,79.9,78.9,97.01,2.6,174,0.13,2.3,90.7,1003.1,Light Rain
78.8,78.8,78.8,77,94.23,0,0,0,1.9,69.7,1004,Light Rain
78.8,78.8,78.8,77,94.23,3.4,70,0,1.2,69.7,1004,Smoke Or Haze
80.9,80.9,80.9,79.9,97.01,1.5,287,0,1.3,83.7,1003.7,"Mist, Light Drizzle, Sky Coverage Decreasing"
78.8,78.8,78.8,77,94.23,4.7,330,0,1.2,69.7,1003,Mist
78.8,78.8,78.8,77,94.23,5.8,220,0,1.9,69.7,1002,Light Rain
78.6,78.6,78.6,78,97.87,1.6,298,0.13,1.3,92.2,1002.4,"Thunderstorm, Thunderstorm Without Precipitation"
77,77,77,75.2,94.19,4.7,190,0,1.2,69.7,1002,Light Rain
77,77,77,75.2,94.19,5.8,190,0,1.2,69.7,1002,Light Rain
77.8,77.8,77.8,76.9,96.99,6.5,258,0.1,1.3,92.2,1002.9,"Rain, Thunderstorm, Light Rain"
77,77,77,75.2,94.19,9.2,220,0,1.2,74.6,1003,Light Rain
77,77,77,75.2,94.19,6.9,220,0,1.2,74.6,1004,Rain
77.4,77.4,77.4,76.6,97.36,7.4,244,0.99,1.3,98.1,1004.7,"Thunderstorm, Light Rain"
77,77,77,75.2,94.19,9.2,270,0,1.2,93.9,1004,Thunderstorm
75.2,75.2,75.2,75.2,100,0,0,0,1.2,74.6,1004,Thunderstorm
77.2,77.2,77.2,76.3,97.01,2.9,256,1.57,2.1,88.6,1004.2,"Thunderstorm, Light Rain, Sky Coverage Increasing"
77,77,77,75.2,94.19,5.8,280,0,1.9,62,1003,Thunderstorm
78.8,78.8,78.8,77,94.23,4.7,260,0,1.9,62,1002,Thunderstorm
79.1,79.1,79.1,78.4,97.55,2.6,293,0.1,1.4,88.6,1002.3,"Thunderstorm, Rain, Light Rain"
78.8,78.8,78.8,77,94.23,3.4,250,0,1.9,62,1001,Light Rain
78.8,78.8,78.8,77,94.23,3.4,240,0,1.2,62,1001,Light Rain
